,GRADUATEYEAR,STUDENTID,CalculusforScience,FundamentalsOfProgramming,HistoryAndDevelopmentOfComputerTechnology,MathematicsForScience,ObjectOrientedProgramming,ThaiLanguageSkills,PoliticsEconomyandSociety,PhilosophyOfScience,ManAndEnvironment,LifeSkills,LanguageSocietyAndCulture,EnglishCriticalReadingForEffectiveCommunication,ComputerArchitecture,DataStructure,DatabaseSystems,DiscreteMathematicsForComputerScience,LinearAlgebraAndApplications,OperatingSystems,StatisticalAnalysis,EnglishWritingForEffectiveCommunication,AlgorithmDesignandAnalysis,ArtificialIntelligence,ComputerNetworkAndDataCommunication,SoftwareEngineering,DataMiningTechniques,MobileApplicationDevelopment,MultimediaAnd WebTechnology,SensingAndActuationForInternetOfThings,Seminar,SystemAnalysisAndDesign,GPAgraduate
59,2562,100240060,1.5,2.5,3.8410714285714285,1.5,3.5,3.0,2.0,2.5,3.5,3.8441176470588236,2.0,4.0,3.0,1.0,2.0,3.0,2.453405017921147,2.0,3.5,3.0,1.0,2.0,1.5,1.5,2.5,2.0,2.0,2.9770408163265305,3.0,2.0,2.36
60,2562,100240078,2.0,2.5,3.8410714285714285,1.0,2.0,3.0,4.0,2.5,3.5,3.8441176470588236,2.5,2.0,3.0,2.5,2.5,3.0,2.453405017921147,2.0,1.5,1.0,3.0,3.0,1.5,2.5,2.5,2.5,1.5,2.9770408163265305,4.0,2.0,2.38
61,2562,100240098,1.0,2.0,3.8410714285714285,1.0,1.0,3.0,2.9541284403669725,2.0,3.0,2.5,2.5,3.5,2.0,1.5,1.0,3.0,2.453405017921147,2.0,2.0,3.5,2.0,1.5,2.0,2.0,2.5,2.8112745098039214,2.0,2.9770408163265305,3.5,2.0,2.32
62,2562,100240108,2.0,2.0,3.8410714285714285,1.0,2.0,2.5,2.9541284403669725,2.0,3.0,3.5,2.5,2.5,2.5,1.5,1.5,3.0,2.453405017921147,2.5,2.0,2.0,2.0,2.0,2.0,1.0,2.5,2.8112745098039214,2.5,2.9770408163265305,3.5,2.0,2.28
63,2563,100248951,1.0,3.0,4.0,1.0,3.5,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,3.0,2.5,2.0,1.0,1.0,2.0,3.5,1.0,2.0,2.0,2.5,1.5,3.0,2.0,3.0,2.773764258555133,2.9770408163265305,4.0,2.5,2.41
64,2563,100248958,1.0,4.0,3.5,2.0,2.5,2.0,2.5,2.507936507936508,3.5,3.8441176470588236,2.532258064516129,2.0,3.5,2.0,3.5,2.5,2.5,3.0,1.0,2.0,3.0,2.5,2.0,3.0,3.0,2.0,2.773764258555133,2.0,3.5,3.5,2.49
65,2563,100248986,1.5,3.0,3.5,0.0,3.0,3.0,3.0,2.507936507936508,3.6032608695652173,3.8441176470588236,3.5,2.5,2.5,2.0,3.5,3.0,3.0,3.0,1.5,2.0,3.5,3.0,2.0,3.5,2.5,2.8112745098039214,2.773764258555133,3.0,4.0,2.5,2.84
66,2564,100248988,1.0,3.0,4.0,1.0,2.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,3.0,2.5,2.0,1.5,1.5,2.0,2.0,2.5,1.0,2.0,2.0,2.5,0.0,2.0,2.0,2.8112745098039214,2.773764258555133,2.5,4.0,2.0,2.12
67,2564,100248992,0.0,3.5,3.5,0.0,2.5,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.0,1.0,1.0,1.0,2.0,2.5,0.0,2.0,1.5,1.0,1.5,2.0,2.0,1.0,2.773764258555133,2.5,4.0,2.0,2.09
68,2563,100249007,1.0,4.0,4.0,3.0,4.0,2.0,2.5,2.507936507936508,3.6032608695652173,3.8441176470588236,2.5,2.5,2.0,2.0,2.0,3.5,3.0,3.0,1.0,2.0,1.5,2.0,2.0,3.0,3.0,1.0,2.773764258555133,2.9770408163265305,3.0,3.0,2.49
69,2564,100249009,1.0,2.5,3.5,2.0,2.5,2.5,2.0,2.507936507936508,3.6032608695652173,3.8441176470588236,2.5,2.0,2.0,1.0,1.0,2.0,2.5,2.5,1.0,1.5,1.5,1.5,1.0,2.0,2.5,1.0,2.773764258555133,2.9770408163265305,3.5,2.0,2.0
70,2563,100249020,1.5,4.0,4.0,2.0,4.0,2.5,3.0,2.507936507936508,3.6032608695652173,3.8441176470588236,3.0,4.0,3.5,3.0,3.0,4.0,4.0,3.5,2.5,4.0,3.0,4.0,4.0,4.0,3.5,2.8112745098039214,2.773764258555133,4.0,3.5,4.0,3.45
71,2563,100249022,1.5,2.5,4.0,1.5,2.5,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.5,2.5,3.0,1.5,3.5,2.0,3.0,3.5,1.0,2.5,2.0,2.5,2.0,4.0,2.5,2.5,2.773764258555133,3.0,4.0,4.0,2.71
72,2563,100249048,2.0,4.0,4.0,1.0,3.0,3.0,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,3.5,3.0,2.0,1.5,3.0,2.5,3.0,3.5,1.0,2.0,2.5,4.0,1.0,3.0,2.0,1.5,2.773764258555133,3.5,4.0,3.5,2.73
73,2563,100249055,1.0,4.0,2.5,1.0,2.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.5,2.5,2.5,1.5,2.0,1.0,3.5,2.5,1.0,2.0,2.0,2.5,0.0,2.0,2.0,2.8112745098039214,2.773764258555133,2.5,4.0,2.5,2.1
74,2564,100249056,0.0,4.0,4.0,1.5,3.0,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,3.0,4.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,1.5,1.0,2.0,2.5232558139534884,1.5,2.773764258555133,3.0,3.0,1.0,2.03
75,2563,100249069,2.0,3.5,4.0,0.0,3.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,1.5,1.5,2.5,2.0,4.0,2.5,2.0,2.5,1.0,2.0,2.5,1.5,1.5,2.5,2.0,2.8112745098039214,2.773764258555133,4.0,2.5,2.5,2.38
76,2563,100249075,1.5,3.5,4.0,1.5,2.5,2.0,3.0,2.507936507936508,3.6032608695652173,3.8441176470588236,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.5,2.0,3.0,1.5,2.5,3.0,2.8112745098039214,2.773764258555133,2.5,3.5,1.5,2.39
77,2563,100249085,2.0,4.0,4.0,2.5,4.0,3.0,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.5,4.0,4.0,2.0,4.0,3.5,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.5,4.0,2.773764258555133,4.0,4.0,4.0,3.53
78,2563,100249097,2.0,3.5,3.5,2.5,2.5,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,3.0,2.0,2.5,2.0,3.5,3.0,3.5,3.0,2.5,2.0,3.0,3.0,2.0,3.5,3.0,2.8112745098039214,2.773764258555133,3.0,3.5,3.0,2.73
79,2563,100249098,1.0,2.5,4.0,1.0,2.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,3.0,2.5,1.0,2.0,1.5,2.0,2.5,0.0,2.0,2.0,2.5,1.0,3.0,2.5,2.5,2.773764258555133,2.9770408163265305,4.0,2.5,2.28
80,2564,100249112,1.0,3.0,4.0,1.0,1.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.5,2.5,2.5,1.0,2.0,1.5,2.0,2.5,1.0,2.0,1.5,1.5,1.0,2.0,2.0,2.8112745098039214,2.773764258555133,2.9770408163265305,2.0,1.5,2.03
81,2565,100249119,0.0,3.0,4.0,1.0,2.5,3.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.5,1.0,1.0,0.0,1.0,1.5,2.0,0.0,2.0,1.5,3.0,0.0,2.0,2.0,2.8112745098039214,2.773764258555133,2.9770408163265305,4.0,1.0,2.02
82,2563,100249141,2.5,4.0,4.0,3.0,4.0,3.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,3.5,4.0,4.0,4.0,3.5,4.0,2.5,2.5,2.5,3.5,4.0,2.5,3.0,2.0,4.0,2.773764258555133,3.5,4.0,4.0,3.43
83,2564,100249157,2.0,1.5,3.0,2.5,2.0,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.0,1.5,2.5,1.5,3.5,2.0,2.0,2.0,1.0,2.0,1.5,1.5,0.0,2.5,2.0,2.8112745098039214,2.773764258555133,2.9770408163265305,3.5,2.0,2.2
84,2563,100249160,1.5,3.0,4.0,0.0,2.5,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,3.0,3.5,4.0,2.0,3.0,2.5,3.0,2.5,1.0,3.0,2.0,4.0,2.0,3.5,3.0,2.0,2.773764258555133,4.0,4.0,3.0,2.94
85,2563,100249183,1.5,3.5,4.0,2.5,4.0,2.0,2.5,2.507936507936508,3.6032608695652173,3.5,2.532258064516129,2.5,2.5,2.5,4.0,2.5,3.5,2.5,2.0,3.5,3.0,3.0,2.0,2.5,2.5,2.8112745098039214,2.773764258555133,4.0,3.5,3.0,2.72
86,2563,100249194,1.5,3.0,3.5,1.5,3.0,2.5,2.5,2.507936507936508,3.6032608695652173,3.8441176470588236,2.5,2.0,2.5,2.0,3.0,2.5,3.0,3.0,1.0,3.0,2.5,3.0,2.0,3.0,2.5,3.0,2.773764258555133,2.9770408163265305,3.5,3.5,2.65
87,2565,100249197,1.5,3.0,3.5,2.0,2.0,2.0,3.0,2.507936507936508,3.6032608695652173,3.0,2.532258064516129,2.0,2.5,2.0,1.0,1.0,2.0,3.0,0.0,2.0,2.5,1.5,1.5,2.5,3.0,2.8112745098039214,2.773764258555133,2.9770408163265305,3.0,3.0,2.22
88,2563,100249208,1.5,2.0,3.5,1.0,1.0,1.5,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.0,1.5,3.5,1.0,2.0,2.5,1.0,1.0,2.0,1.5,1.5,2.5,2.5,1.5,2.773764258555133,2.5,2.5,2.0,2.0
89,2563,100249213,1.0,2.0,4.0,1.5,2.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.0,1.0,3.0,1.5,2.5,2.5,1.5,1.5,2.0,2.0,1.0,3.0,3.5,2.0,2.773764258555133,2.5,3.5,2.5,2.17
90,2563,100249214,2.5,2.5,4.0,2.0,3.0,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,3.0,3.0,2.5,4.0,2.5,3.0,2.0,2.0,2.5,2.5,3.5,2.0,4.0,2.5,3.0,2.773764258555133,2.9770408163265305,3.5,3.0,3.08
91,2565,100249231,0.0,4.0,4.0,2.5,3.5,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.5,2.5,1.0,2.0,2.5,2.0,1.0,1.5,2.0,3.0,1.5,2.5,2.0,3.0,2.773764258555133,2.5,4.0,2.0,2.44
92,2563,100249235,2.0,3.5,4.0,3.0,3.5,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,3.0,2.0,4.0,3.0,3.5,2.0,1.5,1.5,2.5,3.0,2.0,3.0,3.0,3.5,2.773764258555133,3.0,3.5,3.5,2.75
93,2563,100249262,1.0,4.0,3.5,2.0,4.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.5,3.0,3.0,2.0,3.5,2.0,2.5,2.5,1.0,2.5,2.0,3.0,2.0,3.0,2.5,3.0,2.773764258555133,2.9770408163265305,3.0,2.5,2.71
94,2563,100249265,1.5,4.0,4.0,2.5,3.5,3.0,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.5,2.5,3.5,2.0,4.0,3.5,4.0,3.5,1.5,2.5,2.5,4.0,2.0,4.0,3.0,4.0,2.773764258555133,3.5,4.0,4.0,3.13
95,2563,100249268,1.5,3.5,4.0,0.0,2.5,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,3.0,3.0,3.0,1.5,2.5,2.5,3.0,2.5,1.0,2.5,2.0,3.0,1.5,3.5,3.0,2.0,2.773764258555133,3.5,4.0,3.0,2.66
96,2563,100249276,2.0,3.0,3.5,2.0,3.0,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,2.0,2.5,1.5,3.5,2.5,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.5,3.0,1.0,2.773764258555133,2.5,3.5,3.0,2.52
97,2563,100249281,1.5,2.5,3.5,1.5,2.0,2.5,2.5,2.507936507936508,3.6032608695652173,3.5,2.532258064516129,3.0,1.5,1.5,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.5,1.5,2.773764258555133,2.9770408163265305,3.5,2.5,2.15
98,2563,100249287,4.0,4.0,3.0,4.0,4.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,4.0,3.5,2.0,4.0,4.0,2.5,2.5,2.0,3.0,3.5,2.0,3.0,2.5,4.0,2.773764258555133,3.5,4.0,3.0,3.08
99,2563,100249313,1.0,2.0,3.5,1.0,2.0,2.5,3.0,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,3.0,3.0,1.0,3.5,1.5,2.5,2.5,1.0,2.0,2.0,3.0,1.5,3.0,2.5,2.8112745098039214,2.773764258555133,2.0,4.0,3.0,2.44
100,2563,100249317,1.5,3.5,3.5,2.5,4.0,3.0,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.5,3.0,3.5,1.5,0.0,2.5,4.0,2.5,1.0,1.5,2.5,2.5,2.0,3.5,4.0,2.5,2.773764258555133,2.9770408163265305,2.5,2.5,2.72
101,2564,100249331,0.0,2.0,4.0,0.0,1.5,2.5,3.0,2.507936507936508,3.6032608695652173,3.8441176470588236,2.5,2.0,2.0,1.0,2.0,1.0,2.5,2.5,1.0,2.0,2.0,2.0,0.0,3.5,2.0,2.8112745098039214,2.773764258555133,2.9770408163265305,3.5,1.5,2.19
102,2563,100249340,2.5,2.0,3.0,0.0,2.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,1.5,2.0,1.0,2.0,3.5,3.0,2.5,2.0,2.0,2.0,3.5,2.0,2.0,2.5,1.0,2.773764258555133,2.5,3.5,3.0,2.34
103,2563,100249355,1.5,4.0,4.0,1.5,4.0,2.5,3.5,2.507936507936508,3.6032608695652173,3.0,2.532258064516129,4.0,1.5,2.0,3.5,2.0,2.5,4.0,1.5,4.0,3.0,2.0,2.0,2.5,3.0,2.5,2.773764258555133,3.0,4.0,3.0,2.81
104,2563,100249378,1.5,3.0,4.0,1.0,2.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,3.0,2.0,2.0,2.0,4.0,1.5,2.5,2.5,1.0,2.0,2.0,2.5,2.0,3.5,2.0,2.8112745098039214,2.773764258555133,3.5,4.0,2.5,2.5
105,2563,100249382,1.5,1.5,3.5,1.5,2.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.0,1.5,1.5,1.0,2.0,2.0,1.0,1.5,1.5,2.0,1.0,2.0,2.0,2.0,2.773764258555133,2.9770408163265305,3.5,2.5,2.07
106,2563,100249400,2.5,4.0,4.0,3.0,4.0,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,3.0,3.5,4.0,3.0,4.0,4.0,4.0,3.5,2.0,2.5,3.0,4.0,2.0,4.0,2.5,4.0,2.773764258555133,4.0,4.0,4.0,3.39
107,2563,100249405,3.0,2.5,3.5,2.0,2.5,2.0,4.0,2.507936507936508,3.6032608695652173,4.0,2.0,3.0,2.0,1.5,3.0,2.5,3.5,2.5,1.0,3.0,2.5,2.5,2.0,3.0,3.0,2.0,2.773764258555133,3.5,4.0,1.5,2.63
108,2563,100249406,0.0,3.5,3.5,1.0,4.0,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,2.0,2.5,2.5,3.0,2.5,2.5,3.5,1.0,2.0,2.0,3.5,1.5,3.0,2.0,3.0,2.773764258555133,3.5,4.0,2.0,2.58
109,2563,100249415,0.0,3.5,2.0,1.5,2.0,0.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.5,0.0,2.0,1.5,1.0,1.0,2.0,2.0,1.5,1.5,2.0,1.5,1.5,2.5,3.0,2.5,2.773764258555133,3.0,2.5,3.0,2.1
110,2563,100249416,0.0,3.5,4.0,1.5,4.0,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,3.0,2.0,3.0,2.5,3.5,2.5,1.0,2.0,2.0,3.0,2.0,2.5,2.5,2.5,2.773764258555133,3.0,4.0,2.5,2.68
111,2564,100249419,0.0,2.5,3.5,1.0,2.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.5,1.5,1.5,2.0,2.5,2.8112745098039214,2.773764258555133,3.5,2.5,2.0,2.16
112,2563,100249428,0.0,2.0,4.0,1.0,2.5,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,3.0,2.5,2.5,1.5,3.0,2.0,2.5,2.0,0.0,2.5,2.0,2.0,2.0,2.5,3.0,2.8112745098039214,2.773764258555133,2.0,3.5,2.5,2.4
113,2563,100249434,0.0,3.0,3.5,1.0,3.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.5,2.5,2.0,1.0,1.5,1.5,2.0,0.0,3.0,2.0,3.0,2.0,3.0,2.5,1.5,2.773764258555133,2.0,3.0,3.0,2.39
114,2564,100249457,1.5,2.0,4.0,1.5,1.0,2.0,2.9541284403669725,2.507936507936508,3.0,3.5,2.5,2.0,1.5,1.0,1.0,1.0,2.0,2.5,0.0,2.0,2.0,1.0,1.0,2.5,2.0,2.8112745098039214,2.773764258555133,2.5,3.0,2.5,2.03
115,2563,100249461,1.5,4.0,4.0,1.5,3.5,2.0,2.9541284403669725,2.507936507936508,4.0,3.8441176470588236,2.5,2.0,2.5,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,3.5,2.0,3.0,2.5,3.0,2.773764258555133,2.5,4.0,2.5,2.65
116,2563,100249463,1.5,4.0,4.0,1.5,2.5,2.5,3.5,2.507936507936508,3.6032608695652173,4.0,3.0,1.5,2.0,1.5,1.0,2.5,2.5,2.0,0.0,3.0,3.0,2.5,2.0,3.0,2.5,2.8112745098039214,2.773764258555133,3.5,4.0,2.5,2.59
117,2563,100249498,1.0,2.0,3.5,1.5,2.0,2.0,2.5,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,1.5,2.0,1.0,1.5,1.0,1.5,2.0,1.0,2.0,2.0,2.5,1.5,2.5,3.0,2.8112745098039214,2.773764258555133,2.5,3.5,2.0,2.17
118,2563,100249499,2.0,2.5,4.0,2.0,2.5,3.0,3.5,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,3.0,2.5,1.0,2.0,2.0,2.5,2.0,1.5,3.0,2.5,1.5,1.5,3.0,2.0,2.8112745098039214,2.773764258555133,2.5,3.0,2.0,2.45
119,2563,100249506,0.0,3.0,4.0,0.0,3.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,2.0,2.0,2.0,4.0,2.0,2.5,2.0,1.5,2.0,2.5,2.5,1.5,2.5,2.0,1.5,2.773764258555133,2.5,4.0,2.0,2.46
120,2563,100249518,1.5,4.0,3.5,1.5,3.5,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,1.5,2.5,2.0,1.0,2.0,3.0,2.5,1.0,2.0,2.0,1.5,1.0,2.5,2.5,1.5,2.773764258555133,2.0,4.0,2.0,2.31
121,2564,100249527,1.5,3.0,4.0,1.0,3.0,2.5,2.5,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,2.0,1.5,1.0,3.0,2.5,2.0,3.0,0.0,2.0,2.5,2.5,1.5,2.5,2.5,2.8112745098039214,2.773764258555133,2.9770408163265305,3.0,1.5,2.27
122,2564,100260652,1.5,3.0,4.0,2.5,3.0,2.5,4.0,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.5,1.5,2.5,2.0,2.5,1.5,1.5,3.5,2.5,2.5,2.0,2.0,2.0,2.8112745098039214,2.0,2.9770408163265305,4.0,2.0,2.55
123,2564,100260653,2.5,4.0,3.5,2.0,4.0,2.5,2.5,2.507936507936508,4.0,3.8441176470588236,2.532258064516129,2.5,2.5,1.5,2.5,2.0,2.5,2.0,2.0,3.5,3.5,1.0,1.5,2.5,2.5,2.8112745098039214,3.5,2.5,2.5,2.0,2.49
124,2564,100260658,1.5,2.5,4.0,2.0,2.0,3.0,3.0,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.0,1.0,3.0,1.5,2.0,2.5,1.5,3.5,2.5,2.0,1.5,3.0,2.5,2.8112745098039214,2.5,2.9770408163265305,4.0,2.5,2.54
125,2564,100260661,2.0,2.0,3.5,1.0,3.0,2.0,3.0,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,2.0,2.5,2.5,3.0,1.5,2.5,2.5,1.5,3.5,3.0,1.5,2.5,2.5,2.5,2.5,3.0,2.5,3.0,2.5,2.42
126,2564,100260662,2.0,4.0,4.0,4.0,3.5,3.0,3.0,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,3.0,2.5,2.5,3.0,3.0,2.0,4.0,3.0,2.5,2.5,2.0,2.5,2.5,3.0,4.0,2.5,3.5,2.5,2.92
127,2564,100260667,1.5,4.0,4.0,2.0,4.0,2.0,4.0,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,4.0,4.0,3.0,4.0,2.5,4.0,4.0,3.0,4.0,4.0,3.5,4.0,3.5,2.5,4.0,4.0,4.0,4.0,2.5,3.4
128,2564,100260678,1.0,2.0,4.0,1.5,2.0,2.5,3.5,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,2.0,2.0,2.0,3.0,2.0,2.5,2.0,1.5,3.0,2.5,2.5,1.0,3.0,2.5,2.8112745098039214,2.0,3.0,3.0,3.5,2.46
129,2564,100260684,2.5,2.0,4.0,1.0,1.5,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,3.0,2.0,1.5,3.0,1.0,1.5,2.0,1.0,3.0,1.5,1.5,1.0,2.0,2.0,2.8112745098039214,3.0,2.0,4.0,2.0,2.15
130,2564,100260689,1.0,4.0,4.0,2.0,3.5,2.0,2.5,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.0,2.5,1.5,1.0,2.5,2.0,1.0,2.0,2.0,1.5,1.0,2.0,2.0,2.8112745098039214,2.5,3.0,4.0,1.5,2.1
131,2564,100260700,2.5,4.0,4.0,2.0,4.0,3.0,4.0,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,3.0,2.5,2.5,3.0,1.5,3.0,2.5,1.0,4.0,2.5,1.5,2.0,2.0,2.0,2.8112745098039214,4.0,2.9770408163265305,3.0,2.0,2.7
132,2564,100260701,2.5,3.0,3.5,1.5,2.5,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.5,2.0,1.5,2.5,2.0,2.5,2.0,1.5,3.5,2.0,1.5,2.0,2.0,2.5,1.5,3.0,2.9770408163265305,3.5,2.5,2.52
133,2564,100260717,1.0,1.5,3.5,1.0,2.5,2.0,3.0,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.5,1.0,2.5,1.0,2.0,2.0,0.0,2.5,2.0,2.0,1.5,2.0,2.5232558139534884,1.5,2.0,3.0,4.0,2.0,2.18
134,2564,100260731,2.5,4.0,3.5,3.0,4.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,3.0,2.5,2.5,3.0,1.0,2.5,2.0,1.5,3.5,2.5,2.0,1.0,2.0,2.0,3.5,4.0,2.9770408163265305,3.0,1.5,2.65
135,2564,100260747,1.5,3.5,4.0,2.0,3.5,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.5,2.8112745098039214,3.0,2.9770408163265305,4.0,2.5,2.71
136,2564,100260763,2.0,4.0,4.0,1.5,2.0,2.0,2.9541284403669725,2.507936507936508,4.0,3.8441176470588236,2.532258064516129,3.5,2.5,1.5,2.5,1.5,2.5,2.0,1.5,3.5,3.0,1.5,2.0,2.5,2.0,2.8112745098039214,2.0,3.5,3.5,2.0,2.43
137,2564,100260771,2.5,4.0,4.0,1.0,4.0,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.5,2.5,1.5,3.0,1.5,2.5,2.5,1.0,4.0,2.0,2.0,1.5,3.0,2.0,4.0,3.5,3.0,4.0,2.0,2.61
138,2564,100260773,1.5,3.5,4.0,1.5,2.0,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,2.5,2.5,1.5,2.5,1.5,2.0,2.0,1.0,4.0,1.5,1.5,0.0,2.0,2.0,2.8112745098039214,2.0,2.9770408163265305,3.5,2.0,2.3
139,2564,100260774,2.5,4.0,4.0,1.5,4.0,2.5,2.5,2.507936507936508,3.6032608695652173,4.0,2.532258064516129,3.0,4.0,4.0,3.5,2.5,3.5,2.5,3.5,4.0,4.0,2.5,2.5,4.0,2.5,4.0,4.0,3.5,3.0,2.5,3.13
140,2564,100260780,1.5,2.5,4.0,2.0,3.0,2.0,2.5,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,3.0,2.5,1.5,3.0,1.5,3.0,2.0,2.0,3.5,2.5,1.5,2.0,3.0,2.0,2.8112745098039214,2.5,2.0,3.0,2.0,2.42
141,2564,100260798,3.0,3.0,4.0,2.5,2.0,2.0,2.0,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,1.5,1.0,2.5,1.0,1.5,2.0,1.0,3.5,1.5,1.0,0.0,2.0,2.5232558139534884,1.0,2.0,3.0,3.5,1.5,2.11
142,2564,100260799,2.5,2.0,4.0,0.0,3.0,2.0,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.0,2.0,1.0,2.5,2.0,2.0,2.5,1.5,4.0,2.0,1.0,1.5,3.0,2.0,2.0,2.5,2.9770408163265305,4.0,2.5,2.38
143,2564,100260827,2.5,4.0,4.0,3.0,4.0,2.5,2.9541284403669725,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,3.5,3.5,2.0,3.5,2.5,2.5,2.0,2.0,4.0,3.5,2.0,2.0,3.0,2.5232558139534884,2.8112745098039214,3.5,3.0,4.0,3.5,3.03
144,2564,100260842,2.0,3.5,4.0,3.5,4.0,2.0,1.5,2.507936507936508,3.6032608695652173,3.8441176470588236,2.532258064516129,2.5,1.5,1.5,2.5,2.0,2.5,2.0,1.5,4.0,1.0,3.0,1.0,2.0,2.5,2.8112745098039214,1.5,2.9770408163265305,4.0,2.0,2.33
