GRADUATEYEAR,STUDENTID,CalculusforScience,FundamentalsOfProgramming,HistoryAndDevelopmentOfComputerTechnology,MathematicsForScience,ObjectOrientedProgramming,ThaiLanguageSkills,PoliticsEconomyandSociety,PhilosophyOfScience,ManAndEnvironment,LifeSkills,LanguageSocietyAndCulture,EnglishCriticalReadingForEffectiveCommunication,ComputerArchitecture,DataStructure,DatabaseSystems,DiscreteMathematicsForComputerScience,LinearAlgebraAndApplications,OperatingSystems,StatisticalAnalysis,EnglishWritingForEffectiveCommunication,AlgorithmDesignandAnalysis,ArtificialIntelligence,ComputerNetworkAndDataCommunication,SoftwareEngineering,DataMiningTechniques,MobileApplicationDevelopment,MultimediaAnd WebTechnology,SensingAndActuationForInternetOfThings,CommunicativeEnglishForAcademicAnalysisInComputerTechnology,CommunicativeEnglishForResearchPresentationInComputerTechnology,CommunicativeEnglishForSpecificPurposesInComputerTechnology,DataScience,DevelopmentalEnglish,DigitalImageProcessing,DigitalMarketing,EnergyAndTechnologyAroundUs,FundamentalEnglish,FundamentalLawsForQualityOfLife,InternetProgramming,IntroductionToComputerInformationScience,IntroductionToRobotics,LifeAndHealth,LifePrivacy,MultimediaApplicationDevelopment,MusicStudiesInThaiCulture,ProgrammingLanguages,Seminar,SpecialTopicsInComputerScience,SystemAnalysisAndDesign,GPAgraduate
2565,100270939,3.5,1.5,4,2.5,2.5,3,3.5,2.507936508,3,3.844117647,3.5,2,3,3,3,2.5,3,2.5,2.5,3,4,3,3.5,4,2.523255814,3.5,4,2.977040816,4,4,3,2.680645161,3.5,4,4,3.295,2,2.971590909,4,4,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,3.5,3,3.27
2565,100270954,2,3,4,2,3.5,3,2,2.507936508,3.5,3.844117647,2.5,3,3.5,2,3,2,3.5,3,2,3,2.5,1.5,2.5,3.5,2.523255814,4,4,4,4,3,4,2.680645161,4,2.5,3,3.295,3,2.971590909,3.5,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3,2.94
2565,100270965,2.5,2,3.5,1.5,2.5,3.5,3.5,2.507936508,3,4,3.5,3.5,3,2.5,2.5,2,2,3,2,3.5,3.5,2.5,3,4,2.523255814,3,3.5,2.977040816,4,4,3,2.680645161,4,2.5,3.5,3.295,3.5,2.971590909,4,4,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,3.5,3,3.07
2565,100270967,3.5,2.5,4,2,4,3.5,2.95412844,2.507936508,3.5,4,3,4,1.5,1,2,1.5,2.5,3,0,4,4,1.5,4,4,3,4,3.5,2.977040816,4,4,4,3.5,4,2.861111111,3.5,3.295,4,2.971590909,4,2.5,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,4,3,3.11
2566,100270970,1,1,3.5,0,1.5,3,2.95412844,2.507936508,4,3.5,3,1.5,2,1,2,1.5,1.5,2.5,1,2.5,2,1,0,2.5,2,2.5,1.5,3,4,2,2,2,2,2.861111111,3.120481928,3.295,1.5,2.971590909,2,2.838709677,2.805882353,3.458333333,3.421875,3.5,4,2.34375,3.5,3.5,1.5,2.19
2565,100270973,2,2,4,1.5,1.5,2.5,2.95412844,2.507936508,3.5,3.844117647,3,2,2.5,2.5,2,2,1.5,2.5,2,3,2.5,2.5,2.5,4,2.5,3.5,2.5,4,3,3.5,2.5,2.5,3,2.861111111,3.120481928,3.295,2,2.971590909,2.5,3,2.805882353,3.458333333,3.5,3.303571429,3.416666667,2.34375,4,2.858208955,3.5,2.57
2565,100270976,3,2.5,4,3.5,3.5,2.5,2.95412844,2.507936508,3.5,4,3.5,4,4,3.5,3.5,3,4,2.5,3,4,4,3,3.5,3.5,3,2.81127451,2.773764259,3.5,4,4,3,4,4,4,3.120481928,3.295,4,2.971590909,4,2.838709677,2.805882353,4,3.421875,3.5,3.416666667,2.34375,4,2.858208955,3.5,3.48
2566,100270981,2.5,2,4,1.5,2,2.5,2.95412844,2.507936508,3.5,4,3,2.5,1.5,1.5,2.5,1,1.5,2.5,1.5,3.5,2,1.5,2.5,2,2,1.5,2.773764259,2,4,1.5,3,2.680645161,4,2.861111111,3.5,3.295,2.5,2.971590909,2,2,2.805882353,3.458333333,3.421875,3.5,4,2.34375,2.5,3,2,2.34
2565,100270987,4,4,4,4,4,3,3,2.507936508,4,4,4,4,4,4,4,4,4,3.5,2.5,4,4,4,3,3.5,3,3.5,2.773764259,4,4,4,4,2.680645161,4,3.5,3.120481928,3.295,4,2.971590909,4,4,2.805882353,3.458333333,4,3.5,3.416666667,2.34375,4,2.858208955,3.5,3.72
2565,100270990,2,3,4,0,2,2.5,2.95412844,2.507936508,4,4,3.5,2,2.5,1.5,2.5,2,2,2.5,1,1.5,1,1.5,1,3,2.523255814,4,4,1.5,4,2,1,2.680645161,3.5,2,3.5,3.295,2,2.971590909,2.5,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,2,2.33
2565,100270991,3,4,4,2,4,3,2.95412844,2.507936508,4,3.5,3.5,2.5,3,2,2.5,2,3,2,1,3,2.5,1,4,2,2.523255814,4,4,3.5,4,3,2,2.680645161,3.5,2.5,1.5,3.295,2.5,2.971590909,3.5,3.5,2.805882353,3.458333333,3.421875,3.5,4,2.34375,4,2.858208955,3,2.81
2565,100270992,2,2.5,3.5,2.5,3.5,3,3.5,2.507936508,3.5,3.844117647,3,2,2.5,1,2.5,1.5,3,2,1.5,2,1,3,2,2.5,2.523255814,3,2,2.977040816,3.5,2.5,1,2.680645161,1.5,2.861111111,3,3.295,2,2.971590909,1.5,2.838709677,2.805882353,3.458333333,3.421875,4,3.416666667,2.34375,3.5,2.858208955,1.5,2.33
2565,100270999,4,4,4,4,4,3.5,2.95412844,2.507936508,4,4,4,4,4,4,4,3,4,3,4,4,4,2.5,4,4,2.523255814,4,2.773764259,4,4,4,4,4,4,4,3.120481928,3.295,4,2.971590909,4,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,4,4,3.86
2565,100271000,2.5,2,4,2.5,3.5,3.5,3.5,2.507936508,4,4,3.5,2.5,3.5,2.5,2.5,2,2.5,2.5,1.5,3,3,3,1.5,3.5,2.523255814,2.81127451,3.5,2,4,1,3,2.680645161,4,2.5,2.5,3.295,2.5,2.971590909,4,3,2.805882353,3.458333333,3.421875,4,4,2.34375,2,4,3.5,2.97
2565,100271008,2,2,4,2,3.5,2,2.95412844,2.507936508,3.5,4,3,2,2.5,3,1.5,2,2.5,3,2,3,2,1.5,2.5,2.5,2,3,3.5,3,4,3,2,2,2.5,2.861111111,3.120481928,3.295,2,2.971590909,2,2.838709677,2.805882353,3.458333333,3.421875,3.5,4,2.34375,3.5,2.5,2.5,2.54
2566,100271014,3,2.5,4,1.5,3,3,2.95412844,2.507936508,4,3.5,2.5,2.5,3,1,2,1,2,2.5,1,3.5,3.5,1,3,2,2.5,4,3,3,4,3.5,2.5,2.680645161,2.5,2.861111111,3,3.295,2.5,2.971590909,3.5,1,2.805882353,3.458333333,3.421875,3.5,3.416666667,2.34375,4,2.858208955,1.5,2.49
2565,100271067,2,2,3.5,2,2,2.5,2.95412844,2.507936508,4,3.844117647,2,2,2,0,2,1.5,2.5,2,1.5,2,2,2.5,1,2.5,2,2.81127451,2.773764259,2.5,3.5,3,1,2.680645161,2.5,1.5,3,3.295,2,2.971590909,1.5,1.5,2.805882353,3.458333333,3.421875,3,3.416666667,2.34375,4,2.858208955,1.5,2.09
2565,100271068,2.5,2,3.5,1,2,2.5,4,2.507936508,4,3.5,2,2.5,2.5,1.5,2.5,2,1.5,3,1,2.5,1.5,1,1.5,2.5,2,2.81127451,2.773764259,4,3.5,2,3,2.680645161,3,1,3.5,3.295,2.5,2.971590909,3,2.838709677,2.805882353,1.5,3.421875,2.5,3.416666667,2.34375,2.5,2.858208955,2,2.27
2565,100271070,2.5,1.5,4,3,2.5,3,3.5,2.507936508,3.5,3.844117647,2.5,2.5,3,2,3,2,2,3,2,2.5,2.5,1,2,2,2,2,2.5,1.5,4,3,2.5,2.680645161,4,2.861111111,4,3.295,2.5,2.971590909,2,4,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,3,3,2,2.6
2565,100271071,2.5,2,4,2.5,2.5,3,2.95412844,2.507936508,4,4,2.5,3.5,3,2.5,2.5,2,2.5,2.5,2,3,2.5,1.5,3,3,3,2.81127451,2.773764259,3.5,4,3.5,3,2,4,2,3.120481928,3.295,3.5,2.971590909,1.5,3,2.805882353,3.458333333,3.421875,3,3.416666667,2.34375,4,2.858208955,3,2.84
2565,100271074,2,3,4,2,3.5,2.5,2.95412844,2.507936508,4,3.5,3,3,3.5,4,2.5,2,2.5,2.5,1.5,3,4,1.5,4,2.5,2.5,3.5,4,3.5,4,4,3.5,2.5,2,3,3.120481928,3.295,3,2.971590909,1.5,4,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,3,2.858208955,2.5,2.8
2565,100271085,2.5,1,4,0,2,3,4,2.507936508,3,3.844117647,2.5,2,2.5,1.5,3,2,1.5,2.5,1,2,3.5,1,3,2.5,2.523255814,3,2.5,2.5,4,3,2.5,2.680645161,3.5,2,4,3.295,2,2.971590909,2,4,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,3,3,3,2.63
2565,100271090,2,3,4,2,2.5,3,2.95412844,2.507936508,4,3.844117647,3,1.5,3.5,2.5,2.5,3,3.5,2.5,2,2.5,3,2,2.5,3,1.5,3,3,2.977040816,4,2.5,3,2.680645161,2.901886792,2.861111111,3.120481928,3.295,1.5,4,1.5,4,2.805882353,3.458333333,3.421875,4,3.416666667,2.34375,4,2.5,3,2.71
2565,100271116,2,1.5,4,1,2.5,2,2.95412844,2.507936508,3,3.844117647,2.5,2,2.5,3,2,1.5,1.5,2.5,2,2.5,2.5,1,2.5,3,3,2.81127451,2.773764259,3,4,3,2.5,2.680645161,2,2,3.5,3.295,2,2.971590909,1.5,3,2.805882353,3.458333333,3.421875,3.5,4,2.34375,4,2.858208955,2,2.41
2565,100271136,2.5,2.5,4,2.5,3.5,2.5,2.95412844,2.507936508,4,3.844117647,3.5,2,2,2,1.5,1.5,2,2.5,1.5,2.5,3.5,2,3,2.5,3,2.5,4,2.977040816,4,2.5,3,2.680645161,3,2,3.5,3.295,2,2.971590909,2,3.5,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,3,2.858208955,2.5,2.63
2565,100271143,2.5,2.5,3.5,2,2.5,3.5,3,2.507936508,4,3.844117647,3.5,2.5,3,1,2.5,2,2.5,2.5,1.5,2,1.5,2,2,3.5,2.523255814,4,3.5,2.977040816,3.5,3,2,2.680645161,2.5,2.861111111,3.5,3.295,2.5,2.971590909,1.5,2.838709677,2.805882353,3.458333333,3.421875,3.5,4,2.34375,4,2.5,3,2.65
2565,100271144,2,2.5,3,1.5,2.5,2.5,2.5,2.507936508,4,3.844117647,2.5,2,2,1,2.5,2,1.5,2.5,1,3,2,2.5,2.5,3,2.523255814,3,3,2.977040816,4,3,1,2.680645161,2.5,2.861111111,3.5,3.295,2,2.971590909,1.5,2.838709677,2.805882353,3.458333333,3.421875,4,4,2.34375,4,2.5,2.5,2.45
2566,100271146,3,3.5,4,0,2,2.5,2.95412844,2.507936508,4,3.844117647,2.5,2,3.5,1,2,1.5,1,2.5,0,2.5,3.5,1.5,2.5,2.5,2.5,4,3,3,4,3.5,3,2.680645161,3,2.861111111,3.5,3.295,2,2.971590909,3.5,2.5,2.805882353,3.458333333,3.421875,3.5,3.416666667,2.34375,4,2.858208955,1.5,2.6
2566,100271155,0,2.5,4,0,1.5,2.5,2.95412844,2.507936508,3,3.5,2.5,3,2,2,2,1,1,2.5,0,3,3.5,0,3.5,3,2.5,3,3.5,3,4,3,3.5,2,3.5,2,3.120481928,3.295,3,2.971590909,1.5,4,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,3.5,2.858208955,1.5,2.42
2565,100271158,1.5,2.5,4,0,2,2,2.95412844,2.507936508,3,3.844117647,3,2,2.5,2,2.5,1,0,3,1,2.5,2,2,2.5,2.5,2.5,1.5,1.5,2.977040816,4,1.5,2.5,2.680645161,3,2.861111111,3.5,3.295,2,2.971590909,1,2.838709677,2.805882353,3.458333333,3.421875,3.5,4,2.34375,4,2.858208955,2.5,2.25
2565,100271162,2.5,2.5,4,0,2,3,3,2.507936508,4,3.844117647,3.5,2,2,1.5,3,1.5,1,2,1,2.5,2,1.5,2.5,3,2.523255814,3.5,2.5,2.977040816,4,2.5,1,2.680645161,3,2.861111111,3.5,3.295,2,2.971590909,1.5,2.838709677,2.805882353,3.458333333,3.421875,4,3.5,2.34375,4,2,1.5,2.37
2565,100271163,4,3,4,4,3.5,3,2.95412844,2.507936508,4,3.844117647,3,2.5,4,2.5,3,3.5,4,2.5,4,2.5,4,3,4,3.5,2,4,4,3,4,4,3,3.5,3,2.861111111,4,3.295,2.5,4,4,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,3,4,3,3.39
2565,100271195,2.5,3,4,3.5,2,2.5,2.95412844,2.507936508,3,3.5,2.5,2,2.5,3,2.5,2.5,2,3,2.5,2,4,1.5,4,3,2.5,3,3,2.5,4,3.5,2.5,1.5,2.5,3,3.120481928,3.295,2,2.971590909,1.5,4,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,3.5,2.858208955,2,2.65
2565,100271196,2.5,1,4,2,2.5,3.5,4,2.507936508,4,3.844117647,3,2.5,3,1,3,2,2,2.5,2,3,4,2,4,3.5,3,4,3.5,2.5,4,4,3,3.5,3.5,2.861111111,3.5,3.295,2.5,2.971590909,4,2.838709677,2.805882353,2.5,3.421875,3.303571429,4,2.34375,3,4,3,2.96
2565,100271200,3,2,3.5,2,2.5,2.5,2.95412844,2.507936508,3.5,3.844117647,2.5,2,3.5,1,4,2,3,2.5,2.5,3,4,2.5,2.5,3.5,2.5,4,4,3.5,4,3.5,2.5,3.5,3,2.861111111,4,3.295,2,2.971590909,4,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,4,2.5,2.92
2566,100271204,4,4,4,4,4,3.5,2.95412844,2.507936508,4,3.844117647,3.5,4,4,4,4,4,4,3,3.5,4,4,1,3,4,2.523255814,4,2.773764259,4,4,4,4,4,4,3.5,3.120481928,3.295,4,2.971590909,4,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,4,3.5,3.62
2565,100271208,4,2,3.5,2.5,1.5,2,2.95412844,2.507936508,4,3.5,2,3,2.5,1,3,2,2,2.5,1,2.5,1.5,1,1.5,3,2,4,2.5,1.5,4,2,2.5,2.680645161,3,2.861111111,4,3.295,3,2.971590909,1,3,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,3.5,2.858208955,1.5,2.33
2565,100271216,2,2.5,4,1.5,2,2.5,2.95412844,2.507936508,3,3.844117647,3,3,4,3.5,2.5,2,2,3.5,2.5,3.5,3,2,3,4,2.5,4,3.5,4,4,3,3.5,3,4,2.861111111,3.120481928,3.295,3,2,3,3.5,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3.5,2.96
2565,100271219,3,2,4,3,0,1,2.95412844,2.507936508,4,2,2.5,1.5,2.5,2.5,3,2,2.453405018,3.5,2,3,2,1,1.5,2.5,2,2.81127451,3.5,2.5,4,3,3,2.680645161,3.5,2.861111111,3.120481928,3.295,1.5,2.971590909,1.5,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.5,3,2.53
2565,100271231,2.5,4,4,3,4,2,2.95412844,2.507936508,4,4,3,3,2.5,3,3.5,3,2.5,2.5,2.5,3,3.5,3.5,3,3,2.5,3,4,4,4,3,3.5,4,3,4,3.120481928,3.295,3,2.971590909,2,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,3.5,3.5,3.5,3.16
2566,100271246,1.5,2,4,0,1.5,3,2.95412844,2.507936508,4,4,3,3,3,2.5,2.5,2,1,2.5,1.5,2.5,4,1.5,3.5,3.5,2.5,3.5,3.5,3,4,3.5,3.5,2,4,3,3.120481928,3.295,3,2.971590909,1.5,4,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,2.5,2.858208955,3,2.69
2566,100281821,2.5,4,4,3,4,2.54887218,2.95412844,2.507936508,3.60326087,4,2,4,3.5,3.5,2.5,2.5,4,2.5,4,3.5,3.5,2.5,2,3.5,2.523255814,4,3,2.977040816,4,3,4,3.5,2.901886792,2.861111111,2.5,3.295,2.584586466,3.5,2.5,4,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3.5,3.21
2566,100281825,1,3,4,0,2,2.54887218,2.95412844,2.507936508,3,3.844117647,2.532258065,2.5,3,1,0,1.5,1.5,2.5,2,4,1,1,1,2.5,2.523255814,2.81127451,1.5,2,1.5,1.5,2.5,2.680645161,2.901886792,1.5,3.120481928,3.295,2.584586466,2.971590909,2.5,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,1.5,2.09
2566,100281829,3,4,4,4,4,2.54887218,2.95412844,2.507936508,4,4,2.532258065,3,4,2.5,3.5,3.5,4,3,4,3,2.5,4,2.5,3.5,2.5,2.81127451,3.5,3.5,3.5,3.5,3.5,3.5,2.901886792,2.861111111,3.120481928,3.295,2.584586466,2.971590909,3.5,3.5,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3.5,3.31
2566,100281858,1.5,2,4,1.5,2,2.54887218,2.95412844,2.507936508,3.60326087,4,2.532258065,2.5,2.5,1,2.5,2.5,2,2,3.5,2.5,1.5,1.5,0,2,2.523255814,3,2,2.977040816,1.5,3,2,1.5,2.901886792,2.861111111,2,3.295,2.584586466,2.971590909,2,2.5,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,1,2.17
2566,100281859,3,3.5,4,4,2.5,2.54887218,3,2.507936508,4,3.844117647,2,3,3.5,1,4,2.5,4,3.5,4,2.5,2.5,3.5,1.5,4,2.523255814,2.81127451,2.5,3.5,2.5,3.5,3,3.5,2.901886792,4,3.120481928,3.295,2.584586466,2.971590909,2.5,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3.5,3.16
2566,100281866,2,3.5,4,2,4,2.54887218,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,3,2.5,1.5,1,2.5,3,2.5,4,3.5,2,3,1.5,3,2.523255814,2.81127451,2.5,3.5,3,3.5,3.5,2.680645161,2.901886792,3,3.120481928,3.295,2.584586466,2.971590909,2.5,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3,2.78
2566,100281887,1,2.5,4,1.5,2,2.54887218,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,3,3,1,2,2,2,2,2.5,2.5,1,1,1,2,2.523255814,2.5,2.5,2.977040816,1.5,2.5,2.5,2,2.901886792,2.861111111,3,3.295,2.584586466,3.5,2,4,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,3.5,2.858208955,1.5,2.21
2566,100281892,1.5,1.5,4,1.5,3,2.54887218,3,2.507936508,4,3.844117647,2,3,3,1.5,3.5,2,2.5,3.5,4,2.5,1.5,2,2,3,2,2.81127451,2,2,2.5,2.5,4,2.5,2.901886792,2.861111111,3,3.295,2.584586466,2.971590909,2,3.5,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,3.5,2.858208955,2.5,2.65
2566,100281894,1.5,1.5,4,1,1,2.54887218,2.95412844,2.507936508,3.60326087,4,2.532258065,3,3.5,1,2,1.5,1,2.5,2.5,1,1.5,2,0,3,2.523255814,2.81127451,1,3,1,2.5,3,2,2.901886792,2,3.120481928,4,2.584586466,2.971590909,2.5,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,2,2.23
2566,100281903,2,3,4,4,4,2.54887218,2.95412844,2.507936508,4,4,2.532258065,3.5,3.5,2.5,3.5,3,4,3,4,3,2.5,3.5,2,3,2.5,2.81127451,4,3,2.5,3.5,3,2.680645161,2.901886792,2.861111111,3.120481928,3.295,2.584586466,2.971590909,3,3,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,2.858208955,2,3.2
2566,100281906,1.5,2.5,4,2.5,3,2.54887218,2.95412844,2.507936508,3.60326087,4,2.532258065,3.5,3,2.5,2.5,2.5,3,2.5,4,3.5,2.5,2.5,2,3.5,2.523255814,2.81127451,2.5,3.5,3.5,3,3.5,3,2.901886792,3.5,3.120481928,3.295,2.584586466,2.971590909,4,4,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3.5,3.03
2566,100281937,1.5,1.5,4,0,1,2.54887218,2.95412844,2.507936508,4,4,2.5,3,3.5,2,2.5,2,1,3,4,3,1.5,1.5,0,2.5,2.5,2.81127451,2,3.5,2,3.5,3,2,2.901886792,2.861111111,3,3.295,2.584586466,4,2,3,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,3.5,2.858208955,2,2.63
2566,100281946,2,2.5,4,3.5,2,2.54887218,2.95412844,2.507936508,4,3.844117647,2.532258065,3.5,3.5,2,2.5,2.5,3,3,4,3,2,3.5,2.5,3.5,2.5,4,2.773764259,3,3,4,4,2.5,2.901886792,2.861111111,3,3.295,2.584586466,2.971590909,2.5,3.5,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,3,2.858208955,3,2.91
2566,100281955,1,1.5,4,1,1.5,2.54887218,2.95412844,2.507936508,4,4,2.532258065,3,1,1,1.5,2,1.5,2,3.5,3.5,1,1,0,2,1.5,2,2,2.977040816,1.5,1.5,3,1.5,2.901886792,2.861111111,1.5,3.295,2.584586466,2.971590909,2,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,2.5,2.34375,3.5,2.858208955,1.5,2.14
2566,100281958,1.5,1.5,4,1,2,2.54887218,2.95412844,2.507936508,3.60326087,4,2,3,2.5,1,2,2.5,1.5,2.5,3,3,1.5,2,0,2,2.5,2.81127451,2,2,3,3.5,3.5,1.5,2.901886792,2.861111111,3,4,2.584586466,3,2,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,1.5,2.36
2566,100281963,1,1.5,4,1.5,1.5,2.54887218,2.5,2.507936508,3.60326087,3.844117647,2.532258065,2,3,1.5,1.5,2,1.5,2.5,3.5,2,1.5,2,1.5,3,2.523255814,2.81127451,1,2.5,2,3,2.5,2,2.901886792,2.5,3.120481928,3.295,2.584586466,2.971590909,2.5,3,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,1,2.21
2566,100281968,2.5,4,4,4,4,2.54887218,2.95412844,2.507936508,4,4,2.532258065,4,3.5,3.5,4,2,4,3,4,3,2,3,3.5,3,3,3,2.5,3,3.5,2,3,4,2.901886792,2.861111111,3.120481928,3.295,2.584586466,2.971590909,2,3.5,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,3,2.858208955,3.5,3.24
2566,100281970,2,3,4,3,3.5,2.54887218,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2.5,3,1,1.5,1,2.5,1,2.5,2.5,2,3.5,2,3,2.523255814,2.81127451,2.5,2.977040816,3,3.5,3,2.5,2.901886792,2,3.120481928,3.295,2.584586466,2.971590909,2.5,3,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3,2.41
2566,100281972,1.5,4,4,1.5,4,2.54887218,2.95412844,2.507936508,3.60326087,4,2.532258065,3.5,4,0,2.5,2,2,3,4,2,3,3.5,2.5,3.5,2.523255814,2.5,3,3.5,3.5,4,3,2.680645161,2.901886792,3,3,3.295,2.584586466,2.971590909,2.5,2.5,2.805882353,4,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,4,3.01
2566,100281976,2,2.5,4,2.5,4,2.54887218,2.95412844,2.507936508,4,4,2.532258065,3,4,2.5,4,3,3.5,3,4,3,2,2.5,2,3,2,2.81127451,4,3.5,3,3.5,4,2.680645161,2.901886792,2.861111111,3.120481928,3.295,2.584586466,2.971590909,3.5,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3.5,3.15
2566,100281989,0,2,4,1.5,2,2.54887218,2.95412844,2.507936508,4,3.844117647,2.532258065,3,2.5,1.5,3,1,2.5,2.5,2.5,1.5,1.5,3,2,3,2,3.5,2.773764259,3.5,3,3,2.5,4,2.901886792,2.861111111,3.120481928,3.295,2.584586466,2.971590909,2.5,3.5,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,2.5,2.53
2566,100281991,1.5,2.5,4,2,3.5,2.54887218,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,2.5,2.5,2.5,2,2,1.5,2.5,3.5,3,1.5,2,1.5,3,2.523255814,2.81127451,3.5,3,3,3,3,2.680645161,2.901886792,2.5,3.120481928,3.295,2.584586466,2.971590909,2,3,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3,2.6
2566,100281992,1.5,2,4,2.5,2.5,2.54887218,2.95412844,2.507936508,4,3.844117647,2.532258065,3,3.5,1,4,2,2.5,2.5,4,3.5,2,2,1.5,2.5,2.523255814,3,2,2.5,2,4,2.5,3.5,2.901886792,2.861111111,2,3.295,2.584586466,2.971590909,2,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,3.5,2.858208955,1.5,2.65
2566,100282004,1,0,4,1,1,2.54887218,3,2.507936508,4,3.844117647,2.532258065,3.5,2.5,1,1,2,1,2.5,2.5,2,1.5,1,0,2.5,1.5,2.81127451,1.5,2,2,2,2.5,2.5,2.901886792,2.861111111,2.5,3.295,2.584586466,2.971590909,3,2,2.805882353,3.458333333,3.421875,3.303571429,3.5,2.34375,3.5,2.858208955,2.5,2.12
2566,100282007,2,4,4,3,4,2.54887218,2.95412844,2.507936508,3.60326087,4,2.532258065,3.5,3.5,1.5,3,2,4,3,4,2.5,2,3,2,3,2.523255814,2,3,3.5,3,4,3.5,2.680645161,2.901886792,4,3.5,3.295,2.584586466,4,3,4,2.805882353,4,3.421875,3.303571429,3.5,2.34375,4,2.858208955,4,3.11
2566,100282008,2,3.5,4,2,4,2.54887218,2.95412844,2.507936508,4,4,2.532258065,4,2.5,3,4,2,2.5,2,4,2.5,3,3.5,2.5,3,2.523255814,3,2.5,3,3.5,4,3,3.5,2.901886792,3.5,3.120481928,3.295,2.584586466,2.971590909,2,3.5,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,3.5,2.858208955,2.5,2.98
2566,100282013,2,4,4,3.5,4,2.54887218,2.95412844,2.507936508,4,4,2.532258065,3.5,4,3.5,4,2.5,3,3.5,4,2.5,3,2.5,3,2.5,2,2.81127451,4,4,2.5,3,3,3,2.901886792,2.861111111,3.120481928,3.295,2.584586466,2.971590909,2,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,3,3.07
2566,100282014,2,1.5,4,1.5,1,2.54887218,2.95412844,2.507936508,3.60326087,3.844117647,1.5,3,3,1,2.5,1.5,1.5,2,4,2.5,2,3,1.5,3.5,2.523255814,2.81127451,2.5,2.5,1.5,3,2,3,2.901886792,2.5,3.120481928,3.295,2.584586466,2.971590909,2.5,2.838709677,2.805882353,2,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,1.5,2.45
